P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,144.71304347826086, 480, 313.23478260869564, 100
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,117.75862068965517, 480, 327.41379310344826, 100
P,None,None,None,None
D,132.89189189189187, 480, 317.7567567567568, 100
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,126.92682926829268, 480, 321.5609756097561, 100
P,None,None,None,None
D,123.09701492537313, 480, 324.44029850746267, 100
P,None,None,None,None
D,103.55813953488372, 480, 333.3255813953489, 100
P,None,None,None,None
D,None,None,None,None
P,None,None,None,None
D,114.38793103448276, 480, 333.87068965517244, 100
P,114.38793182373047,480.0,333.8706970214844,100.0
D,112.9375, 480, 332.625, 100
P,114.38508605957031,480.0,333.8682556152344,100.0
D,111.78947368421052, 480, 331.7894736842105, 100
P,114.37255859375,480.0,333.85821533203125,100.0
D,None,None,None,None
P,114.34912109375,480.0,333.83941650390625,100.0
D,87.72, 480, 346.12, 100
P,114.0020523071289,480.0,333.99224853515625,100.0
D,106.96124031007753, 480, 333.7829457364341, 100
P,113.82544708251953,480.0,334.0036926269531,100.0
D,None,None,None,None
P,113.59134674072266,480.0,334.0136413574219,100.0
D,81.66141732283464, 480, 347.96062992125985, 100
P,112.48970794677734,480.0,334.4737243652344,100.0
D,95.60483870967741, 480, 343.83064516129036, 100
P,111.63231658935547,480.0,334.9060363769531,100.0
D,96.77108433734941, 480, 334.8433734939759, 100
P,110.6591567993164,480.0,335.001220703125,100.0
D,75.35338345864662, 480, 349.6390977443609, 100
P,108.37582397460938,480.0,335.91583251953125,100.0
D,68.72519083969466, 480, 355.9007633587786, 100
P,105.31970977783203,480.0,337.3772888183594,100.0
D,87.25, 480, 343.75, 100
P,103.31991577148438,480.0,338.1090393066406,100.0
D,85.70992366412213, 480, 343.87786259541986, 100
P,101.10845947265625,480.0,338.8799133300781,100.0
D,64.44827586206895, 480, 352.7241379310345, 100
P,96.94918823242188,480.0,340.4523620605469,100.0
D,61.440677966101696, 480, 357.7118644067797, 100
P,92.48991394042969,480.0,342.50347900390625,100.0
D,60.54545454545455, 480, 357.06060606060606, 100
P,87.90766906738281,480.0,344.5120544433594,100.0
D,78.22222222222223, 480, 345.6296296296296, 100
P,85.42686462402344,480.0,345.22235107421875,100.0
D,None,None,None,None
P,82.8417739868164,480.0,345.973388671875,100.0
D,54.18705035971223, 480, 360.37410071942446, 100
P,77.68875885009766,480.0,348.3415832519531,100.0
D,49.41935483870968, 480, 368.1290322580645, 100
P,72.4509048461914,480.0,351.4326477050781,100.0
D,48.92, 480, 368.12, 100
P,67.51289367675781,480.0,354.3377685546875,100.0
D,None,None,None,None
P,62.7843132019043,480.0,357.1216735839844,100.0
D,None,None,None,None
P,57.939735412597656,480.0,359.9433898925781,100.0
D,41.35593220338983, 480, 373.0508474576271, 100
P,52.05365753173828,480.0,363.4343566894531,100.0
D,None,None,None,None
P,47.06083297729492,480.0,366.4823303222656,100.0
D,None,None,None,None
P,42.40504837036133,480.0,369.3423156738281,100.0
D,None,None,None,None
P,38.391685485839844,480.0,371.85467529296875,100.0
D,34.51282051282051, 480, 375.53846153846155, 100
P,33.67622375488281,480.0,374.5547790527344,100.0
D,None,None,None,None
P,30.77979278564453,480.0,376.2845764160156,100.0
D,None,None,None,None
P,28.237268447875977,480.0,377.8058776855469,100.0
D,None,None,None,None
P,26.09906768798828,480.0,379.09503173828125,100.0
D,28.41772151898735, 480, 379.55696202531647, 100
P,22.957748413085938,480.0,381.0141296386719,100.0
D,None,None,None,None
P,20.40618324279785,480.0,382.598876953125,100.0
D,None,None,None,None
P,18.459653854370117,480.0,383.8388671875,100.0
D,None,None,None,None
P,16.829450607299805,480.0,384.8907165527344,100.0
D,None,None,None,None
P,15.84939193725586,480.0,385.5710754394531,100.0
D,None,None,None,None
P,14.735026359558105,480.0,386.3127136230469,100.0
D,None,None,None,None
P,13.85157585144043,480.0,386.916748046875,100.0
D,None,None,None,None
P,13.357551574707031,480.0,387.29486083984375,100.0
D,None,None,None,None
P,13.080487251281738,480.0,387.5428466796875,100.0
D,None,None,None,None
P,12.997771263122559,480.0,387.67364501953125,100.0
D,10.0, 480, 390.0, 100
P,10.687101364135742,480.0,389.06072998046875,100.0
D,5.582417582417584, 480, 398.1098901098901, 100
P,8.126816749572754,480.0,391.3002014160156,100.0
D,None,None,None,None
P,5.654179573059082,480.0,393.42999267578125,100.0
D,None,None,None,None
P,3.4741554260253906,480.0,395.3408203125,100.0
D,None,None,None,None
P,1.7454352378845215,480.0,396.9327392578125,100.0
D,None,None,None,None
P,0.23661626875400543,480.0,398.34716796875,100.0
